,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_C,param_solver,params,split0_test_accuracy,split1_test_accuracy,split2_test_accuracy,split3_test_accuracy,split4_test_accuracy,mean_test_accuracy,std_test_accuracy,rank_test_accuracy,split0_test_f1_macro,split1_test_f1_macro,split2_test_f1_macro,split3_test_f1_macro,split4_test_f1_macro,mean_test_f1_macro,std_test_f1_macro,rank_test_f1_macro
0,0.0014969348907470704,0.00025717453451646103,0.001071596145629883,0.000182375882402301,0.1,lbfgs,"{'C': 0.1, 'solver': 'lbfgs'}",1.0,0.9736842105263158,1.0,1.0,0.9473684210526315,0.9842105263157895,0.021052631578947385,9,1.0,0.9731615673644658,1.0,1.0,0.9505494505494506,0.9847422035827833,0.02000828103434766,9
1,0.0014612674713134766,0.00035169192406469586,0.000851297378540039,0.000214053395328088,0.1,newton-cg,"{'C': 0.1, 'solver': 'newton-cg'}",1.0,0.9736842105263158,1.0,1.0,0.9473684210526315,0.9842105263157895,0.021052631578947385,9,1.0,0.9731615673644658,1.0,1.0,0.9505494505494506,0.9847422035827833,0.02000828103434766,9
2,0.0009287834167480469,0.00020354890927863994,0.0008946418762207031,0.00012145835250000365,0.1,sag,"{'C': 0.1, 'solver': 'sag'}",1.0,0.9736842105263158,1.0,1.0,0.9473684210526315,0.9842105263157895,0.021052631578947385,9,1.0,0.9731615673644658,1.0,1.0,0.9505494505494506,0.9847422035827833,0.02000828103434766,9
3,0.0013846874237060547,0.00020926445123604942,0.0009399890899658203,0.0002088776776088236,0.1,saga,"{'C': 0.1, 'solver': 'saga'}",1.0,0.9736842105263158,1.0,1.0,0.9473684210526315,0.9842105263157895,0.021052631578947385,9,1.0,0.9731615673644658,1.0,1.0,0.9505494505494506,0.9847422035827833,0.02000828103434766,9
4,0.00184478759765625,0.000423650201763179,0.0010263919830322266,0.0002039671710608922,1.0,lbfgs,"{'C': 1, 'solver': 'lbfgs'}",1.0,0.9736842105263158,1.0,1.0,1.0,0.9947368421052631,0.010526315789473672,1,1.0,0.9731615673644658,1.0,1.0,1.0,0.9946323134728932,0.010735373054213682,1
5,0.001960277557373047,0.0003022836569904179,0.0010775089263916015,0.00027703966411885483,1.0,newton-cg,"{'C': 1, 'solver': 'newton-cg'}",1.0,0.9736842105263158,1.0,1.0,1.0,0.9947368421052631,0.010526315789473672,1,1.0,0.9731615673644658,1.0,1.0,1.0,0.9946323134728932,0.010735373054213682,1
6,0.0026041507720947266,0.0013826450161381245,0.0011157989501953125,0.00022672365858609995,1.0,sag,"{'C': 1, 'solver': 'sag'}",1.0,0.9736842105263158,1.0,1.0,1.0,0.9947368421052631,0.010526315789473672,1,1.0,0.9731615673644658,1.0,1.0,1.0,0.9946323134728932,0.010735373054213682,1
7,0.004138803482055664,0.000534879095231441,0.0011237144470214843,0.00019127770899367332,1.0,saga,"{'C': 1, 'solver': 'saga'}",1.0,0.9736842105263158,1.0,1.0,1.0,0.9947368421052631,0.010526315789473672,1,1.0,0.9731615673644658,1.0,1.0,1.0,0.9946323134728932,0.010735373054213682,1
8,0.0016424179077148438,0.00014899840487126432,0.00090179443359375,0.00018170771966722057,10.0,lbfgs,"{'C': 10, 'solver': 'lbfgs'}",1.0,0.9736842105263158,1.0,1.0,1.0,0.9947368421052631,0.010526315789473672,1,1.0,0.9731615673644658,1.0,1.0,1.0,0.9946323134728932,0.010735373054213682,1
9,0.001863574981689453,0.0002033719479808145,0.0008375644683837891,0.00011716433338937766,10.0,newton-cg,"{'C': 10, 'solver': 'newton-cg'}",1.0,0.9736842105263158,1.0,1.0,1.0,0.9947368421052631,0.010526315789473672,1,1.0,0.9731615673644658,1.0,1.0,1.0,0.9946323134728932,0.010735373054213682,1
10,0.010677051544189454,0.0015647709586599668,0.0011007308959960938,3.9798452927872915e-05,10.0,sag,"{'C': 10, 'solver': 'sag'}",1.0,0.9736842105263158,1.0,1.0,1.0,0.9947368421052631,0.010526315789473672,1,1.0,0.9731615673644658,1.0,1.0,1.0,0.9946323134728932,0.010735373054213682,1
11,0.020835304260253908,0.001926955899796906,0.0012079238891601562,0.00020787281536512728,10.0,saga,"{'C': 10, 'solver': 'saga'}",1.0,0.9736842105263158,1.0,1.0,1.0,0.9947368421052631,0.010526315789473672,1,1.0,0.9731615673644658,1.0,1.0,1.0,0.9946323134728932,0.010735373054213682,1
